# para arcgis ó para grass
7968.878113	-7622.886108	733969.921082	1154261.379272
6997.867493	-7746.994019	732999.132507	1154131.133728
6293.762878	-7896.15387	732295.693726	1153976.671082
5353.400696	-7880.043091	731355.238525	1153986.977478
4150.27948	-7973.834106	730152.546509	1153885.331116
5619.343079	-9023.823486	731628.976501	1152844.814514
6714.938477	-8543.72998	732721.490112	1153331.929504
7537.307678	-8459.154907	733543.487488	1153422.201294
8400.4225	-8134.437	734404.286601	1153752.3414
9315.5854	-8552.9963	735322.3995	1153339.5279
10697.3027	-9393.9953	736710.811	1152507.9092
9235.4173	-9582.5129	735249.9194	1152310.1028
8584.745301	-9287.5309	734597.009301	1152601.183
7796.4571	-10023.3807	733813.136	1151859.7781
7598.4354	-9537.4952	733611.8321	1152344.4058
6492.4775	-9524.763499	732505.5177	1152349.7353
4519.181901	-9222.569899	730529.1623	1152638.5546
6061.754	-10126.5658	732078.7867	1151745.261
5177.9551	-9968.2232	731193.5555	1151897.604501
5018.2668	-10901.5202	731039.9137	1150963.1174
6530.5773	-10661.7561	732550.7447	1151212.2955
7409.4983	-10692.0993	733430.7176	1151188.4485
8578.8622	-10368.6232	734597.6514	1151519.7172
9725.9629	-9974.7541	735743.1659	1151921.235201
9601.9014	-10625.2007	735622.9778	1151270.113801
10117.2845	-12752.6061	736153.1401	1149146.4789
9568.1351	-11747.3557	735596.998001	1150147.839201
7733.3226	-11822.6642	733761.5372	1150060.2643
6953.570201	-11669.5446	732980.8296	1150208.136801
5033.5071	-11793.3949	731060.8492	1150071.519901
5222.4737	-13363.5718	731260.6521	1148503.1233
8495.202	-12921.9162	734531.483801	1148966.038401
8996.053301	-13191.8064	735034.4361	1148699.5502
11391.4015	-13526.2512	737433.372101	1148381.8578
13155.988	-13284.2036	739197.0746	1148634.569301
15740.9208	-15626.109	741833.0033	1146354.5115
14396.634	-15868.1831	740443.312101	1146093.6205
12215.6517	-15971.5237	738274.2118	1145941.7601
10898.6868	-15381.9893	736952.4789	1146523.2482
10377.7375	-14746.1894	736426.9562	1147154.4842
8878.9485	-15517.128799	734931.8365	1146373.2543
7384.360	-14886.3213	733433.3871	1146994.6011
5215.7903	-14896.8601	731263.6321	1146969.7397
5698.8589	-15865.3119	731753.392	1146004.538401
8083.2521	709.9910	734028.5248	1162595.3747
8352.4332	897.6257	734294.465	1162784.2728
9042.6445	981.6095	734985.8611	1162876.9794
